nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,New Completion Date,New Start Date,length_of_trial,RUCA2.0,Cleaned_Zipcodes
NCT00532155,31.55447426,A Study of Aflibercept Versus Placebo in Patients With Second-Line Docetaxel for Locally Advanced or Metastatic Non-Small-Cell Lung Cancer,Completed,Phase 3,Randomized,September 2007,October 2011,Treatment,Bridgewater,New Jersey,08807,All,18.0,2011-10-01,2007-09-01,1491.0,1.0,08807
NCT00539006,5.020996,Comparator Study Evaluating Patient Preference Of FFNS vs. FPNS,Completed,Phase 4,Randomized,August 2007,November 2007,Treatment,Scottsdale,Arizona,85251,All,18.0,2007-11-01,2007-08-01,92.0,1.0,85251
NCT00539864,0.4977924945,"Safety and Reactogenicity of FluBlok and Comparison of Immunogenicity, Efficacy and Effectiveness Against TIV",Completed,Phase 3,Randomized,September 2007,April 2008,Prevention,Fresno,California,93726,All,50.0,2008-04-01,2007-09-01,213.0,1.0,93726
NCT00540514,28.79675114,Albumin-bound Paclitaxel (ABI-007) for Patients With Advanced Non-Small Cell Lung Cancer,Completed,Phase 3,Randomized,"November 1, 2007","February 1, 2013",Treatment,Huntsville,Alabama,35805,All,18.0,2013-02-01,2007-11-01,1919.0,1.0,35805
NCT00545532,6.948051948,A Study of Oseltamivir (Tamiflu) for Treatment of Influenza in Immunocompromised Participants.,Completed,Phase 3,Randomized,"February 4, 2008","May 2, 2017",Treatment,Birmingham,Alabama,35233,All,18.0,2017-05-01,2008-02-01,3377.0,1.0,35233
NCT00550537,29.31034483,"Proteomic Profiling in Predicting Response in Patients Receiving Erlotinib for Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",Completed,Phase 2,,October 2007,December 2013,Treatment,Gainesville,Florida,32610-0232,All,18.0,2013-12-01,2007-10-01,2253.0,1.0,32610
NCT00551031,0.8298675501,"Study of Inactivated, Split-Virion Influenza Vaccine and Standard Fluzone® Vaccine in Adult and Elderly Subjects",Completed,Phase 2,Randomized,October 2007,November 2008,Prevention,Alabaster,Alabama,,All,18.0,2008-11-01,2007-10-01,397.0,1.0,35007
NCT00553462,12.0,Carboplatin and Paclitaxel Albumin-Stabilized Nanoparticle Formulation Followed by Radiation Therapy and Erlotinib in Treating Patients With Stage III Non-Small Cell Lung Cancer That Cannot Be Removed By Surgery,Completed,Phase 2,,March 2008,"June 15, 2017",Treatment,Castro Valley,California,94546,All,18.0,2017-06-01,2008-03-01,3379.0,1.0,94546
NCT00564733,8.695652174,FDG-Labeled PET Scan in Planning Chemotherapy in Treating Patients With Stage IIIB or IV Non-Small Cell Lung Cancer,Completed,Phase 2,,October 2007,March 2012,Treatment,Seattle,Washington,98104,All,18.0,2012-03-01,2007-10-01,1613.0,1.0,98104
NCT00570401,9.523809524,Dasatinib in Treating Patients With Advanced Lung Cancer That Is No Longer Responding to Erlotinib or Gefitinib,Completed,Phase 2,,June 2006,September 2011,Treatment,New York,New York,10065,All,18.0,2011-09-01,2006-06-01,1918.0,1.0,10065
NCT00570778,1.470588235,Efficacy and Safety of QVA149 in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,December 2007,September 2008,Treatment,Saint Louis,Missouri,,All,40.0,2008-09-01,2007-12-01,275.0,1.0,48880
NCT00577655,4.883107089,Albuterol HFA MDI in Pediatric Participants With Asthma,Completed,Phase 3,Randomized,August 2007,July 2008,Treatment,Huntington Beach,California,92647,All,4.0,2008-07-01,2007-08-01,335.0,1.0,92647
NCT00581945,10.90336912,Safety and Efficacy of Multiple Doses of Canakinumab (ACZ885) in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 1/Phase 2,Randomized,January 2007,May 2010,Basic Science,Anaheim,California,92801,All,40.0,2010-05-01,2007-01-01,1216.0,1.0,92801
NCT00585039,1.754385965,Albuterol Versus Xopenex in Treatment of Acute Asthma in the Emergency Department (ED),Completed,Phase 4,Randomized,September 2005,March 2009,Treatment,Phoenix,Arizona,85016,All,6.0,2009-03-01,2005-09-01,1277.0,1.0,85016
NCT00585533,0.0,"A Phase 2 Study of Tarceva for Untreated, Good Prognosis Patients With Advanced Non-Small Cell Lung Cancer",Completed,Phase 2,,June 2004,March 2012,Treatment,Salt Lake City,Utah,84112,All,18.0,2012-03-01,2004-06-01,2830.0,1.0,84112
NCT00587288,1.886792453,Efficacy and Safety Study of Reslizumab to Treat Poorly Controlled Asthma,Completed,Phase 2,Randomized,April 2008,March 2010,Treatment,Orange,California,92868,All,18.0,2010-03-01,2008-04-01,699.0,1.0,92868
NCT00588445,21.53846154,Phase II Trial to Correlate Radiographic Response Induced By Gefitinib With Mutations in the Protein-Tyrosine Kinase Domain of the EGF Receptor Gene,Completed,Phase 2,,June 2004,September 2010,Treatment,New York,New York,10065,All,18.0,2010-09-01,2004-06-01,2283.0,1.0,10065
NCT00589121,8.860759494,"Image-Guided Radiation Therapy in Treating Patients With Primary Soft Tissue Sarcoma of the Shoulder, Arm, Hip, or Leg",Completed,Phase 2,Non-Randomized,March 2008,"May 21, 2018",Treatment,Newark,Delaware,19713,All,18.0,2018-05-01,2008-03-01,3713.0,1.0,19713
NCT00590902,0.0,"Ph II OSI-774 (Erlotinib,Tarceva) In Advanced Bronchioloalveolar Cell Lung Cancer",Completed,Phase 2,,March 2002,February 2013,Treatment,New York,New York,10065,All,18.0,2013-02-01,2002-03-01,3990.0,1.0,10065
NCT00591591,14.19386535,Brain Oxygenation and Hemodynamics During Sleep in Obstructive Sleep Apnea Sufferers,Completed,Phase 3,Non-Randomized,August 2007,June 2010,Diagnostic,Orange,California,92868,All,21.0,2010-06-01,2007-08-01,1035.0,1.0,92868
NCT00600171,2.142075972,Efficacy And Safety Of GW642444M Comparing Placebo In Adolescent And Adult Subjects With Persistent Asthma.,Completed,Phase 2,Randomized,December 2007,September 2008,Treatment,Phoenix,Arizona,85006,All,12.0,2008-09-01,2007-12-01,275.0,1.0,85006
NCT00600821,10.14367816,A Study Of AG-013736 (Axitinib) Or Bevacizumab (Avastin) In Combination With Paclitaxel And Carboplatin In Patients With Advanced Lung Cancer.,Completed,Phase 2,Randomized,April 2008,October 2012,Treatment,Baton Rouge,Louisiana,70809,All,18.0,2012-10-01,2008-04-01,1644.0,1.0,70809
NCT00603278,4.20751413,A Randomized Study To Evaluate The Efficacy And Safety Of An Investigational Drug In Adolescent And Adult Subjects With Asthma Uncontrolled on Low-Dose ICS Therapy.,Completed,Phase 2,Randomized,December 2007,November 2008,Treatment,Phoenix,Arizona,85028,All,12.0,2008-11-01,2007-12-01,336.0,1.0,85028
NCT00603382,4.148555927,A Randomized Study To Evaluate The Efficacy And Safety Of An Investigational Drug In Adolescent And Adult Subjects With Asthma Uncontrolled on Non-steroidal Therapy.,Completed,Phase 2,Randomized,"December 1, 2007","October 2, 2008",Treatment,Phoenix,Arizona,85028,All,12.0,2008-10-01,2007-12-01,305.0,1.0,85028
NCT00603746,3.716618084,A Randomized Study To Evaluate The Efficacy And Safety Of An Investigational Drug In Adolescent And Adult Subjects With Asthma Uncontrolled on Moderate-Dose ICS Therapy.,Completed,Phase 2,Randomized,"December 1, 2007","September 20, 2008",Treatment,Phoenix,Arizona,85028,All,12.0,2008-09-01,2007-12-01,275.0,1.0,85028
NCT00606502,1.5,Study of Pralatrexate vs. Erlotinib for Non-Small Cell Lung Cancer After at Least 1 Prior Platinum-based Treatment,Completed,Phase 2,Randomized,January 2008,"June 24, 2010",Treatment,Bakersfield,California,93309,All,18.0,2010-06-01,2008-01-01,882.0,1.0,93309
NCT00606684,8.910891089,A Study To Assess Efficacy And Safety Of Different Doses Of GW642444 In Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,February 2008,October 2008,Treatment,Florence,Alabama,35630,All,40.0,2008-10-01,2008-02-01,243.0,1.0,35630
NCT00609674,4.445564516,A Clinical Study To Test A Nasal Spray (Fluticasone Furoate Nasal Spray) For The Treatment Of Perennial (Year-round) Allergic Rhinitis,Completed,Phase 4,Randomized,January 2008,June 2008,Treatment,Baltimore,Maryland,21236,All,12.0,2008-06-01,2008-01-01,152.0,1.0,21236
NCT00613626,0.0,Cisplatin + Etoposide +/- Concurrent ZD6474 in Previously Untreated Extensive Stage Small Cell Lung Cancer,Completed,Phase 2,Randomized,January 2008,August 2015,Treatment,Newark,Delaware,19713,All,18.0,2015-08-01,2008-01-01,2769.0,1.0,19713
NCT00616928,2.110521781,Immunogenicity & Safety of GSK's Influenza Vaccine 1557484A Given to Adults Aged ≥18 Years,Completed,Phase 3,Randomized,"January 23, 2008","March 19, 2009",Prevention,Huntsville,Alabama,35802,All,18.0,2009-03-01,2008-01-01,425.0,1.0,35802
NCT00617305,18.18181818,Study of Add-on Ambrisentan Therapy to Background Phosphodiesterase Type-5 Inhibitor (PDE5i) Therapy in Pulmonary Arterial Hypertension (ATHENA-1),Completed,Phase 4,Randomized,April 2008,July 2011,Treatment,Mobile,Alabama,36617,All,16.0,2011-07-01,2008-04-01,1186.0,1.0,36617
NCT00619801,1.286054118,Safety Study of Levocetirizine Dihydrochloride Oral Liquid Formulation in Children Aged 1 to Less Than 6 Years Suffering From Allergic Rhinitis or Chronic Urticaria of Unknown Origin,Completed,Phase 3,Randomized,March 2008,July 2008,Treatment,Birmingham,Alabama,,All,2.0,2008-07-01,2008-03-01,122.0,1.0,35203
NCT00620022,8.426966292,The Effect of Indacaterol on Exercise Endurance in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,April 2008,January 2009,Treatment,Torrance,California,,All,40.0,2009-01-01,2008-04-01,275.0,1.0,90501
NCT00621504,6.271720066,Comparative Study of Ceftaroline vs. Ceftriaxone in Adult Subjects With Community-Acquired Pneumonia,Completed,Phase 3,Randomized,January 2008,June 2009,Treatment,Los Angeles,California,90015,All,18.0,2009-06-01,2008-01-01,517.0,1.0,90015
NCT00621959,2.345852807,A Study Evaluating the Efficacy and Impact on Health-related Quality of Life of Levocetirizine in Adults With Seasonal Allergic Rhinitis,Completed,Phase 4,Randomized,March 2008,June 2008,Treatment,Scottsdale,Arizona,,All,18.0,2008-06-01,2008-03-01,92.0,1.0,85250
NCT00624286,6.467460409,Efficacy and Safety of Indacaterol in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,February 2008,July 2008,Treatment,Anniston,Alabama,36207-5710,All,40.0,2008-07-01,2008-02-01,151.0,1.0,36207
NCT00626028,2.205882353,Comparison of Inhaled Nitric Oxide and Oxygen in Participants Reactivity During Acute Pulmonary Vasodilator Testing,Completed,Phase 3,Randomized,September 2004,February 2010,Diagnostic,Stanford,California,94304,All,18.0,2010-02-01,2004-09-01,1979.0,1.0,94304
NCT00628108,5.416666667,Safety Study of Levocetirizine Dihydrochloride Oral Liquid Formulation in Children Aged 6 Months to 11 Months,Completed,Phase 3,Randomized,March 2008,September 2008,Treatment,Birmingham,Alabama,,All,0.5,2008-09-01,2008-03-01,184.0,1.0,35203
NCT00630331,4.870866646,Efficacy Study of Two Influenza Vaccines and Placebo in Healthy Adult Subjects,Completed,Phase 3,Randomized,October 2007,July 2008,Prevention,Denver,Colorado,80212,All,18.0,2008-07-01,2007-10-01,274.0,1.0,80212
NCT00631475,21.09375,Open Label Extension Study in Patients With Idiopathic Pulmonary Fibrosis Who Completed Protocol AC-052-321/ BUILD 3 / NCT00391443,Completed,Phase 3,Non-Randomized,April 2008,May 2010,Treatment,Birmingham,Alabama,35294,All,18.0,2010-05-01,2008-04-01,760.0,1.0,35294
NCT00633217,13.70523416,Advair HFA For Chronic Obstructive Pulmonary Disease(COPD),Completed,Phase 4,Randomized,March 2008,February 2009,Treatment,Jasper,Alabama,35501,All,40.0,2009-02-01,2008-03-01,337.0,4.2,35501
NCT00633893,16.2820363,Efficacy and Safety Study of Apixaban for Extended Treatment of Deep Vein Thrombosis or Pulmonary Embolism,Completed,Phase 3,Randomized,May 2008,August 2012,Treatment,Birmingham,Alabama,35235,All,18.0,2012-08-01,2008-05-01,1553.0,1.0,35235
NCT00640926,11.99806483,Safety and Efficacy Study of Oxazolidinone to Treat Pneumonia,Completed,Phase 2,Randomized,October 2007,April 2009,Treatment,San Diego,California,,All,18.0,2009-04-01,2007-10-01,548.0,1.0,78384
NCT00642759,2.777777778,"Carboplatin, Abraxane, and Bevacizumab in Previously Untreated Patients With Advanced Non-Small Cell Lung Cancer",Completed,Phase 2,,April 2008,April 2015,Treatment,Boston,Massachusetts,02114,All,18.0,2015-04-01,2008-04-01,2556.0,1.0,02114
NCT00643201,14.99380056,Efficacy and Safety Study of Apixaban for the Treatment of Deep Vein Thrombosis or Pulmonary Embolism,Completed,Phase 3,Randomized,July 2008,March 2013,Treatment,Birmingham,Alabama,35235,All,18.0,2013-03-01,2008-07-01,1704.0,1.0,35235
NCT00645411,5.83433123,Pediatric Safety and Immunogenicity Study of Cell-Culture Derived and Egg-based Subunit Influenza Vaccines in Healthy Children and Adolescents,Completed,Phase 2/Phase 3,Randomized,October 2007,July 2008,Prevention,Fayetteville,Arkansas,72703,All,3.0,2008-07-01,2007-10-01,274.0,1.0,72703
NCT00645788,11.10244594,Study to Evaluate the Safety and Efficacy of Ciprofloxacin (Inhaled) in Patients With Cystic Fibrosis,Completed,Phase 2,Randomized,May 2008,January 2011,Treatment,Phoenix,Arizona,85016,All,12.0,2011-01-01,2008-05-01,975.0,1.0,85016
NCT00650091,12.1333869,"Evaluating the Effectiveness of Prednisone, Azathioprine, and N-acetylcysteine in Patients With IPF",Completed,Phase 3,Randomized,October 2009,January 2014,Treatment,Birmingham,Alabama,35294,All,35.0,2014-01-01,2009-10-01,1553.0,1.0,35294
NCT00651118,4.087815868,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,March 2008,July 2008,Treatment,Scottsdale,Arizona,85251,All,12.0,2008-07-01,2008-03-01,122.0,1.0,85251
NCT00652340,0.0,APRiCOT-L: Study to Evaluate Efficacy and Safety of Apricoxib With Erlotinib in Patients With Non-small Cell Lung Cancer,Completed,Phase 2,Randomized,April 2008,March 2012,Treatment,Tucson,Arizona,,All,18.0,2012-03-01,2008-04-01,1430.0,1.0,85701
NCT00653224,1.72432246,A Study Evaluating the Efficacy and Impact on Health-related Quality of Life of Levocetirizine in Adults With Seasonal Allergic Rhinitis,Completed,Phase 4,Randomized,April 2008,July 2008,Treatment,Tucson,Arizona,,All,18.0,2008-07-01,2008-04-01,91.0,1.0,85701
NCT00653939,29.6996663,"A Safety and Efficacy Study of Carboplatin, Paclitaxel, Bevacizumab and CA4P in Non-Small Cell Lung Cancer",Completed,Phase 2,Randomized,March 2008,October 2011,Treatment,Campbell,California,95008,All,18.0,2011-10-01,2008-03-01,1309.0,1.0,95008
NCT00655850,2.564102564,Lower Dose Chemotherapy Given More Frequent With Avastin to Treat Advanced Non-Squamous Non-Small Cell Lung Cancer,Completed,Phase 2,,March 2008,September 2016,Treatment,Birmingham,Alabama,35294 - 0104,All,19.0,2016-09-01,2008-03-01,3106.0,1.0,35294 
NCT00656136,13.33333333,BIBW 2992 and BSC Versus Placebo and BSC in Non-small Cell Lung Cancer Patients Failing Erlotinib or Gefitinib (LUX-LUNG 1),Completed,Phase 3,Randomized,April 2008,October 2013,Treatment,Kingman,Arizona,,All,18.0,2013-10-01,2008-04-01,2009.0,1.0,04451
NCT00659529,25.92592593,Safety and Efficacy of Sildenafil in Cystic Fibrosis (CF) Lung Disease,Completed,Phase 1/Phase 2,,August 2008,December 2012,Treatment,Denver,Colorado,80206,All,14.0,2012-12-01,2008-08-01,1583.0,1.0,80206
NCT00660179,4.030853994,Study of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Symptomatic Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,May 2008,April 2012,Treatment,Birmingham,Alabama,35249-0001,All,12.0,2012-04-01,2008-05-01,1431.0,1.0,35249
NCT00660816,13.06818182,Pemetrexed or Docetaxel With or Without Erlotinib in Stage IIIB or Stage IV Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,January 2008,July 2015,Treatment,Detroit,Michigan,48202,All,18.0,2015-07-01,2008-01-01,2738.0,1.0,48202
NCT00660829,6.015037594,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,December 2007,April 2008,Treatment,Austin,Texas,78731,All,12.0,2008-04-01,2007-12-01,122.0,1.0,78731
NCT00661193,12.93706294,S0709: Erlotinib With or Without Carboplatin and Paclitaxel in Stage IIIB or Stage IV Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,December 2008,December 2016,Treatment,Little Rock,Arkansas,72205,All,18.0,2016-12-01,2008-12-01,2922.0,1.0,72205
NCT00662038,44.13988658,Open-Label Study of the Long Term Safety of Pirfenidone in Patients With Idiopathic Pulmonary Fibrosis (IPF),Completed,Phase 3,,August 2008,February 2016,Treatment,South San Francisco,California,94080-4990,All,40.0,2016-02-01,2008-08-01,2740.0,1.0,94080
NCT00669331,20.60274076,Inhaled Mannitol as a Mucoactive Therapy for Bronchiectasis,Completed,Phase 3,Randomized,November 2009,January 2014,Treatment,Denver,Colorado,80206,All,18.0,2014-01-01,2009-11-01,1522.0,1.0,80206
NCT00669617,0.4494382022,Study to Determine the Onset of Action of Indacaterol in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,April 2008,August 2008,Treatment,Tamarac,Florida,33321,All,40.0,2008-08-01,2008-04-01,122.0,1.0,33321
NCT00670930,4.347826087,"Efficacy of Omalizumab in Adults (18-60 Years of Age) With Moderate-Severe, Persistent Allergic Asthma, Despite Receiving Inhaled Corticosteroids and Long Acting Beta-agonists",Completed,Phase 4,Randomized,April 2008,November 2011,Treatment,Denver,Colorado,80206,All,18.0,2011-11-01,2008-04-01,1309.0,1.0,80206
NCT00676052,4.51419033,Dose-Ranging Study Of GSK233705B In Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,"May 16, 2008","December 22, 2008",Treatment,Jasper,Alabama,35501,All,40.0,2008-12-01,2008-05-01,214.0,4.2,35501
NCT00677365,5.283674363,"Safety, Tolerability and Efficacy of MP-376 Given for 28 Days to Cystic Fibrosis (CF) Patients",Completed,Phase 2,Randomized,June 2008,June 2009,Treatment,Mobile,Alabama,36608,All,16.0,2009-06-01,2008-06-01,365.0,1.0,36608
NCT00677807,9.83443397,"Safety, Tolerability and Efficacy of Indacaterol in Patients With Moderate-to-severe Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,May 2008,March 2009,Treatment,Homewood,Alabama,35209-6870,All,40.0,2009-03-01,2008-05-01,304.0,1.0,35209
NCT00677820,0.2083333333,A Prospective Study to Evaluate the Safety of a New Trivalent Intranasal Influenza Vaccine,Completed,Phase 4,Randomized,June 2008,December 2008,Prevention,Daytona Beach,Florida,32117,All,18.0,2008-12-01,2008-06-01,183.0,1.0,32117
NCT00682643,41.27538501,A Clinical Study With Fluticasone Furoate Nasal Spray And Vehicle Placebo For The Treatment Of Perennial (Year-round) Allergic Rhinitis,Completed,Phase 4,Randomized,June 2008,February 2011,Treatment,Oxford,Alabama,36203,All,12.0,2011-02-01,2008-06-01,975.0,1.0,36203
NCT00686959,0.0,Chemotherapy and Radiation in Treating Participants With Stage 3 Non-Small Cell Lung Cancer,Completed,Phase 3,Randomized,September 2008,November 2014,Treatment,Birmingham,Alabama,35249,All,18.0,2014-11-01,2008-09-01,2252.0,1.0,35249
NCT00696020,3.337946335,Combination of Orally Inhaled BI1744CL/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease ( COPD),Completed,Phase 2,Randomized,June 2008,,Treatment,Riverside,California,,All,40.0,,2008-06-01,731.0,1.0,02915
NCT00698516,6.0,Study of Oral Topotecan With Bevacizumab for Recurrent Small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,July 2008,May 2010,Treatment,Jonesboro,Arkansas,72401,All,18.0,2010-05-01,2008-07-01,669.0,1.0,72401
NCT00698815,12.35368737,Pemetrexed and/or Sunitinib as Second-Line Therapy in Treating Patients With Stage IIIB or Stage IV Non-small Cell Lung Cancer,Completed,Phase 2,Randomized,"April 15, 2008",,Treatment,Anaheim,California,92807,All,18.0,,2008-04-01,731.0,1.0,92807
NCT00702325,29.99690867,Phase4/Symbicort® Versus Pulmicort Flexhaler® in African Americans,Completed,Phase 4,Randomized,June 2008,September 2009,Treatment,Pell City,Alabama,,All,12.0,2009-09-01,2008-06-01,457.0,1.0,35125
NCT00705406,2.222845437,"A Phase II, Multicenter, Randomized, Placebo -Controlled, Study To Evaluate The Efficacy and Safety Of Intramuscular Peramivir 600 mg In Subjects With Uncomplicated Acute Influenza",Completed,Phase 2,Randomized,July 2008,October 2009,Treatment,Birmingham,Alabama,35209,All,18.0,2009-10-01,2008-07-01,457.0,1.0,35209
NCT00709098,24.58333333,Safety Study Extension of Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,September 2008,June 2010,Treatment,La Jolla,California,92037,All,18.0,2010-06-01,2008-09-01,638.0,1.0,92037
NCT00709956,10.89931574,Iloprost Power 15 in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,July 2008,August 2009,Treatment,La Jolla,California,92037,All,18.0,2009-08-01,2008-07-01,396.0,1.0,92037
NCT00712166,0.6578947368,"Safety and Efficacy Study of Aztreonam for Inhalation Solution (AZLI) in Patients With Cystic Fibrosis, Mild Lung Disease, and P. Aeruginosa",Completed,Phase 3,Randomized,May 2008,August 2009,Treatment,Phoenix,Arizona,,All,6.0,2009-08-01,2008-05-01,457.0,1.0,13135
NCT00712920,7.608462199,A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Perennial Allergies,Completed,Phase 3,Randomized,January 2007,,Treatment,Huntington Beach,California,92647,All,12.0,,2007-01-01,731.0,1.0,92647
NCT00719862,2.293562053,A Study to Evaluate the Safety & Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2007,November 2007,Treatment,Huntington Beach,California,92647,Female,12.0,2007-11-01,2007-08-01,92.0,1.0,92647
NCT00720226,10.32763533,Efficacy of Losartan in Preventing Progression of COPD,Completed,Phase 4,Randomized,July 2008,August 2016,Treatment,Baltimore,Maryland,21205,All,40.0,2016-08-01,2008-07-01,2953.0,1.0,21205
NCT00720278,3.237165558,A Study to Evaluate the Safety and Efficacy of Two Nasal Sprays to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2007,November 2007,Treatment,Oxford,Alabama,36203,All,12.0,2007-11-01,2007-08-01,92.0,1.0,36203
NCT00720382,27.92325383,A Study to Evaluate the Safety and Tolerability of a Nasal Spray to Treat Perennial Allergic Rhinitis,Completed,Phase 3,Randomized,March 2007,July 2008,Treatment,Oxford,Alabama,36203,All,12.0,2008-07-01,2007-03-01,488.0,1.0,36203
NCT00720499,3.546099291,Efficacy and Safety of 4 Weeks of Treatment With Orally Inhaled BI1744/Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,July 2008,,Treatment,Clearwater,Florida,,All,40.0,,2008-07-01,731.0,1.0,33755
NCT00723957,17.2541744,A Randomized Phase 2 Study of Ixabepilone Plus Carboplatin and Paclitaxel Plus Carboplatin in Advanced Nonsmall-Cell Lung Cancer,Completed,Phase 2,Randomized,December 2008,August 2011,Treatment,La Jolla,California,90237,All,18.0,2011-08-01,2008-12-01,973.0,1.0,90237
NCT00729612,15.87301587,"Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Carboplatin in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",Completed,Phase 2,,"August 14, 2008","December 16, 2011",Treatment,Columbus,Ohio,43210,All,18.0,2011-12-01,2008-08-01,1217.0,1.0,43210
NCT00735475,1.263102725,A Study to Determine the Immunogenicity and Safety Profile of CSL Limited's Influenza Virus Vaccine Compared to a US Licensed Comparator Influenza Virus Vaccine,Completed,Phase 4,Randomized,October 2008,June 2009,Prevention,Mountain Home,Arkansas,72635,All,65.0,2009-06-01,2008-10-01,243.0,5.0,72635
NCT00735696,5.0,A Study of Ramucirumab (IMC-1121B) With Paclitaxel and Carboplatin in Non-small Cell Lung Cancer,Completed,Phase 2,,January 2009,January 2012,Treatment,Beverly Hills,California,90211,All,18.0,2012-01-01,2009-01-01,1095.0,1.0,90211
NCT00737100,4.120268955,Safety and Efficacy of 12-wk Treatment With Two Doses of Tiotropium Respimat in Cystic Fibrosis,Completed,Phase 2,Randomized,September 2008,,Treatment,Tucson,Arizona,,All,18.0,,2008-09-01,731.0,1.0,85701
NCT00739648,23.49428868,A Phase 2 Study of MP-376 to Prevent Acute Exacerbations in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 2,Randomized,October 2008,April 2010,Treatment,Haleyville,Alabama,35565,All,40.0,2010-04-01,2008-10-01,547.0,7.0,35565
NCT00740636,2.23880597,Temozolomide for Relapsed Sensitive or Refractory Small Cell Lung Cancer,Completed,Phase 2,Non-Randomized,August 2008,February 2013,Treatment,Basking Ridge,New Jersey,11725,All,18.0,2013-02-01,2008-08-01,1645.0,1.0,11725
NCT00740792,4.133341155,A Study Evaluating the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies,Completed,Phase 3,Randomized,August 2008,November 2008,Treatment,Scottsdale,Arizona,85251,All,12.0,2008-11-01,2008-08-01,92.0,1.0,85251
NCT00741819,8.219178082,Safety Evaluation of Inhaled Treprostinil Administration Following Transition From Inhaled Ventavis in Pulmonary Arterial Hypertension (PAH) Subjects,Completed,Phase 4,Non-Randomized,September 2008,December 2010,Treatment,Birmingham,Alabama,35294,All,18.0,2010-12-01,2008-09-01,821.0,1.0,35294
NCT00741988,7.380952381,Ixabepilone and Carboplatin +/- Bevacizumab in Advanced Non-Small-Cell Lung Cancer,Completed,Phase 2,Non-Randomized,September 2008,September 2012,Treatment,Fort Myers,Florida,33901,All,18.0,2012-09-01,2008-09-01,1461.0,1.0,33901
NCT00743275,0.8196721311,A Study to Evaluate the Safety and Immune Responses to Fluzone® Vaccination,Completed,Phase 4,,August 2008,November 2008,Prevention,Norfolk,Virginia,23507,All,18.0,2008-11-01,2008-08-01,92.0,1.0,23507
NCT00745251,11.16600791,A Study of VI-0521 for the Treatment of Obstructive Sleep Apnea / Hypopnea Syndrome in Obese Adults,Completed,Phase 1/Phase 2,Randomized,August 2008,December 2009,Treatment,Louisville,Kentucky,40217,All,30.0,2009-12-01,2008-08-01,487.0,1.0,40217
NCT00752895,3.748485696,American Ginseng Extract in Preventing Respiratory Infection and in Reducing Antibiotic Use in Patients With CLL,Completed,Phase 2,Randomized,"September 1, 2008","June 1, 2009",Prevention,Burbank,California,91505,All,18.0,2009-06-01,2008-09-01,273.0,1.0,91505
NCT00753272,22.63162077,Trial to Evaluate the Efficacy of GSK Biologicals' Influenza Vaccine GSK2186877A in Adults 65 Year of Age and Older,Completed,Phase 3,Randomized,"September 15, 2008","January 5, 2011",Prevention,Alabaster,Alabama,35007,All,65.0,2011-01-01,2008-09-01,852.0,1.0,35007
NCT00757237,12.37745098,Aztreonam for Inhalation Solution vs Tobramycin Inhalation Solution in Patients With Cystic Fibrosis & Pseudomonas Aeruginosa,Completed,Phase 3,Randomized,August 2008,November 2010,Treatment,Anchorage,Alaska,99508,All,6.0,2010-11-01,2008-08-01,822.0,1.0,99508
